Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PFGC,Performance Food Group Company,34.2,$3.58B,2015.0,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/pfgc
PKI,"PerkinElmer, Inc.",96.29,$10.66B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pki
PBT,Permian Basin Royalty Trust,8.3,$386.85M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbt
PRGO,Perrigo Company,72.43,$9.91B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prgo
PTR,PetroChina Company Limited,77.9,$142.57B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ptr
PBR,Petroleo Brasileiro S.A.- Petrobras,11.39,$74.29B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr
PFE,"Pfizer, Inc.",43.93,$257.52B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe
GHY,"PGIM Global Short Duration High Yield Fund, Inc.",13.79,$564.34M,2012.0,,,https://www.nasdaq.com/symbol/ghy
ISD,"PGIM Short Duration High Yield Fund, Inc.",14.17,$471.25M,2012.0,,,https://www.nasdaq.com/symbol/isd
PGTI,"PGT Innovations, Inc.",22.05,$1.28B,2006.0,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti
PHH,PHH Corp,10.86,$353.83M,2002.0,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/phh
PM,Philip Morris International Inc,81.61,$126.86B,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/pm
PSX,Phillips 66,113.46,$52.68B,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/psx
PSXP,Phillips 66 Partners LP,51.03,$6.27B,2013.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/psxp
FENG,Phoenix New Media Limited,4.1,$298.23M,2011.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/feng
DOC,Physicians Realty Trust,16.64,$3.03B,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/doc
PDM,"Piedmont Office Realty Trust, Inc.",18.9,$2.43B,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/pdm
PIR,"Pier 1 Imports, Inc.",1.47,$125.94M,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/pir
PCQ,PIMCO California Municipal Income Fund,16.12,$302.52M,2001.0,,,https://www.nasdaq.com/symbol/pcq
PCK,Pimco California Municipal Income Fund II,8.26,$264.2M,2002.0,,,https://www.nasdaq.com/symbol/pck
PZC,PIMCO California Municipal Income Fund III,10.11,$225.22M,2002.0,,,https://www.nasdaq.com/symbol/pzc
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",11.48,$132.97M,1993.0,,,https://www.nasdaq.com/symbol/pcm
PTY,Pimco Corporate & Income Opportunity Fund,17.75,$1.48B,2002.0,,,https://www.nasdaq.com/symbol/pty
PCN,Pimco Corporate & Income Stategy Fund,18.47,$727.45M,2001.0,,,https://www.nasdaq.com/symbol/pcn
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,24.28,$3.33B,2013.0,,,https://www.nasdaq.com/symbol/pci
PDI,PIMCO Dynamic Income Fund,33.32,$1.87B,2012.0,,,https://www.nasdaq.com/symbol/pdi
PGP,Pimco Global Stocksplus & Income Fund,14.25,$153.78M,2005.0,,,https://www.nasdaq.com/symbol/pgp
PHK,Pimco High Income Fund,8.2,$1.06B,2003.0,,,https://www.nasdaq.com/symbol/phk
PKO,Pimco Income Opportunity Fund,27.37,$418.74M,,,,https://www.nasdaq.com/symbol/pko
PFL,PIMCO Income Strategy Fund,11.97,$306.18M,2003.0,,,https://www.nasdaq.com/symbol/pfl
PFN,PIMCO Income Strategy Fund II,10.56,$630.7M,2004.0,,,https://www.nasdaq.com/symbol/pfn
PMF,PIMCO Municipal Income Fund,12.88,$331.3M,2001.0,,,https://www.nasdaq.com/symbol/pmf
PML,Pimco Municipal Income Fund II,12.97,$806.26M,2002.0,,,https://www.nasdaq.com/symbol/pml
PMX,PIMCO Municipal Income Fund III,11.4,$374.94M,2002.0,,,https://www.nasdaq.com/symbol/pmx
PNF,PIMCO New York Municipal Income Fund,11.46,$89.13M,2001.0,,,https://www.nasdaq.com/symbol/pnf
PNI,Pimco New York Municipal Income Fund II,11.49,$128.06M,2002.0,,,https://www.nasdaq.com/symbol/pni
PYN,PIMCO New York Municipal Income Fund III,9.54,$54.46M,2002.0,,,https://www.nasdaq.com/symbol/pyn
RCS,"PIMCO Strategic Income Fund, Inc.",9.47,$407.81M,1994.0,,,https://www.nasdaq.com/symbol/rcs
PF,"Pinnacle Foods, Inc.",66.57,$7.93B,2013.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/pf
PNW,Pinnacle West Capital Corporation,79.37,$8.89B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnw
PES,Pioneer Energy Services Corp.,3.45,$269.84M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pes
PHD,Pioneer Floating Rate Trust,11.03,$272.86M,2004.0,,,https://www.nasdaq.com/symbol/phd
PHT,Pioneer High Income Trust,9.19,$268.64M,,,,https://www.nasdaq.com/symbol/pht
MAV,Pioneer Municipal High Income Advantage Trust,10.78,$257.52M,,,,https://www.nasdaq.com/symbol/mav
MHI,Pioneer Municipal High Income Trust,11.2,$255.04M,2003.0,,,https://www.nasdaq.com/symbol/mhi
PXD,Pioneer Natural Resources Company,174.85,$29.79B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pxd
PJC,Piper Jaffray Companies,77.0,$1.17B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/pjc
PBI,Pitney Bowes Inc.,7.33,$1.38B,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/pbi
PJT,PJT Partners Inc.,53.3,$1.09B,2015.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/pjt
PAA,"Plains All American Pipeline, L.P.",24.21,$17.57B,1998.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/paa
PAGP,"Plains Group Holdings, L.P.",23.51,$3.71B,2013.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pagp
PLNT,"Planet Fitness, Inc.",50.15,$4.93B,2015.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plnt
PLT,"Plantronics, Inc.",60.69,$2.41B,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/plt
PAH,Platform Specialty Products Corporation,12.71,$3.66B,2014.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pah
PHI,PLDT Inc.,25.66,$5.54B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/phi
PNC,"PNC Financial Services Group, Inc. (The)",141.26,$65.59B,,Finance,Major Banks,https://www.nasdaq.com/symbol/pnc
PNM,"PNM Resources, Inc. (Holding Co.)",39.3,$3.13B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnm
PII,Polaris Industries Inc.,104.76,$6.52B,,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pii
POL,PolyOne Corporation,44.47,$3.55B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pol
POR,Portland General Electric Company,45.57,$4.07B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/por
PKX,POSCO,67.05,$21.46B,1994.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/pkx
POST,"Post Holdings, Inc.",100.19,$6.67B,2012.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/post
PPDF,PPDAI Group Inc.,5.99,$1.8B,2017.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ppdf
PPG,"PPG Industries, Inc.",112.69,$27.27B,,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/ppg
PPX,"PPL Capital Funding, Inc.",25.23,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppx
PPL,PPL Corporation,29.19,$20.42B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppl
PYS,PPlus Trust,17.73,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,21.6524,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pyt
PQG,PQ Group Holdings Inc.,17.78,$2.4B,2017.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pqg
PX,"Praxair, Inc.",164.0,$47.16B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/px
PDS,Precision Drilling Corporation,3.59,$1.05B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pds
APTS,"Preferred Apartment Communities, Inc.",17.26,$691.07M,2011.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/apts
PBH,Prestige Consumer Healthcare Inc.,38.39,$1.99B,2005.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pbh
PVG,"Pretium Resources, Inc.",8.12,$1.49B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pvg
PRI,"Primerica, Inc.",121.1,$5.22B,2010.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/pri
PGZ,Principal Real Estate Income Fund,17.44,$120.33M,2013.0,,,https://www.nasdaq.com/symbol/pgz
PRA,ProAssurance Corporation,46.85,$2.51B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),84.27,$209.76B,,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),70.37,$41.03B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pgr
PLD,"Prologis, Inc.",66.32,$41.75B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pld
PUMP,ProPetro Holding Corp.,17.24,$1.44B,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/pump
PRO,"PROS Holdings, Inc.",36.65,$1.2B,2007.0,Technology,EDP Services,https://www.nasdaq.com/symbol/pro
PBB,Prospect Capital Corporation,25.01,,2015.0,,,https://www.nasdaq.com/symbol/pbb
PB,"Prosperity Bancshares, Inc.",71.78,$5.01B,,Finance,Major Banks,https://www.nasdaq.com/symbol/pb
PRLB,"Proto Labs, Inc.",157.3,$4.25B,2012.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/prlb
PFS,"Provident Financial Services, Inc",24.57,$1.65B,2003.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pfs
PJH,"Prudential Financial, Inc.",25.12,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",25.05,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/prh
PRU,"Prudential Financial, Inc.",103.3,$43.08B,2001.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/pru
PUK,Prudential Public Limited Company,47.07,$61B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/puk
PSB,"PS Business Parks, Inc.",126.76,$3.46B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psb
TLK,"PT Telekomunikasi Indonesia, Tbk",23.94,$23.3B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tlk
PEG,Public Service Enterprise Group Incorporated,52.05,$26.3B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/peg
PSA,Public Storage,201.93,$35.18B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa
PHM,"PulteGroup, Inc.",25.69,$7.3B,,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/phm
PSTG,"Pure Storage, Inc. ",26.56,$6.27B,2015.0,Technology,Electronic Components,https://www.nasdaq.com/symbol/pstg
PMM,Putnam Managed Municipal Income Trust,6.97,$365.4M,1989.0,,,https://www.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.55,$243.66M,1988.0,,,https://www.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,11.31,$421.07M,1993.0,,,https://www.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,5.25,$563.09M,1988.0,,,https://www.nasdaq.com/symbol/ppt
PVH,PVH Corp.,140.5,$10.78B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/pvh
PZN,Pzena Investment Management Inc,9.47,$657.7M,2007.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/pzn
QTWO,"Q2 Holdings, Inc.",61.45,$2.63B,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qtwo
QEP,"QEP Resources, Inc.",11.36,$2.69B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/qep
QGEN,Qiagen N.V.,37.42,$8.5B,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen
QTS,"QTS Realty Trust, Inc.",43.32,$2.22B,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/qts
QUAD,"Quad Graphics, Inc",22.32,$1.15B,,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,198.53,$2.65B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kwr
NX,Quanex Building Products Corporation,18.4,$647.03M,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",34.35,$5.11B,,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/pwr
QTM,Quantum Corporation,2.58,$89.65M,,Technology,Electronic Components,https://www.nasdaq.com/symbol/qtm
QD,Qudian Inc.,4.99,$1.63B,2017.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qd
DGX,Quest Diagnostics Incorporated,107.59,$14.7B,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/dgx
QHC,Quorum Health Corporation,4.84,$149.51M,2016.0,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/qhc
QUOT,Quotient Technology Inc.,14.9,$1.42B,2014.0,Consumer Services,Advertising,https://www.nasdaq.com/symbol/quot
CTAA,Qwest Corporation,25.25,,2016.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,23.5,,2016.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,24.0,,2017.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctdd
CTV,Qwest Corporation,24.95,,2014.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctv
CTY,Qwest Corporation,22.82,,2013.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,24.34,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,5.68,$399.87M,,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/rrd
RDN,Radian Group Inc.,20.25,$4.32B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rdn
RL,Ralph Lauren Corporation,133.94,$10.87B,1997.0,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/rl
RPT,Ramco-Gershenson Properties Trust,13.25,$1.06B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpt
RRC,Range Resources Corporation,17.43,$4.35B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",8.47,$133.6M,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rngr
RJF,"Raymond James Financial, Inc.",93.45,$13.63B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,20.74,$1.06B,2014.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ryam
RYN,Rayonier Inc.,33.96,$4.4B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,202.36,$57.73B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtn
RMAX,"RE/MAX Holdings, Inc.",43.1,$764.86M,2013.0,Finance,Real Estate,https://www.nasdaq.com/symbol/rmax
RLGY,Realogy Holdings Corp.,20.34,$2.52B,2012.0,Finance,Real Estate,https://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,56.13,$16.28B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/o
RHT,"Red Hat, Inc.",134.86,$23.92B,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,12.45,$302.22M,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rlh
RWT,"Redwood Trust, Inc.",16.2,$1.34B,1995.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,85.0,$3.69B,,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/rbc
REG,Regency Centers Corporation,63.95,$10.84B,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/reg
RM,Regional Management Corp.,28.99,$341.8M,2012.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,19.29,$20.71B,,Finance,Major Banks,https://www.nasdaq.com/symbol/rf
RGS,Regis Corporation,20.59,$909.52M,1991.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",146.86,$9.35B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",27.1605,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",25.63,,2016.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,85.55,$6.19B,1994.0,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/rs
RELX,RELX PLC,20.35,$59.14B,2015.0,Consumer Services,Publishing,https://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,134.95,$5.43B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rnr
SOL,Renesola Ltd.,2.18,$83.06M,2008.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,1.38,$94.94M,2011.0,Technology,EDP Services,https://www.nasdaq.com/symbol/renn
RSG,"Republic Services, Inc.",73.73,$23.99B,1998.0,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,113.99,$16.26B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmd
RFP,Resolute Forest Products Inc.,13.8,$1.25B,,Basic Industries,Paper,https://www.nasdaq.com/symbol/rfp
QSR,Restaurant Brands International Inc.,58.98,$14.75B,2014.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",12.17,$2.67B,2012.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai
REVG,"REV Group, Inc.",16.11,$1.02B,2017.0,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",22.15,$1.17B,1996.0,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,74.7,$474.47M,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",31.53,$2.87B,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rexr
RXN,Rexnord Corporation,31.18,$3.26B,2012.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn
RH,RH,134.01,$2.98B,2012.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh
RNG,"Ringcentral, Inc.",91.0,$7.25B,2013.0,Technology,EDP Services,https://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,51.48,$89.19B,2002.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,36.28,$3.93B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,1.24,$1.32B,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad
RIV,"RiverNorth Opportunities Fund, Inc.",18.91,$100.73M,2015.0,,,https://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",17.14,$188.78M,2016.0,,,https://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,78.19,$3.47B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,22.48,$3.94B,2011.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj
RRTS,"Roadrunner Transportation Systems, Inc",0.9897,$38.11M,2010.0,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,71.3,$8.73B,,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",193.18,$23.79B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",140.44,$23.08B,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/col
RCI,"Rogers Communication, Inc.",51.42,$20.76B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,150.02,$2.76B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",61.73,$13.47B,,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",299.51,$30.95B,1992.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,18.64,$425.15M,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,18.9,$2.4B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,80.55,$116.1B,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
RBS,Royal Bank Scotland plc (The),6.89,$41.51B,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs
RCL,Royal Caribbean Cruises Ltd.,130.02,$27.17B,1993.0,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
RGT,"Royce Global Value Trust, Inc.",10.619000000000002,$111.09M,2013.0,,,https://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",10.27,$407.83M,,,,https://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",16.59,$1.54B,1986.0,,,https://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",15.84,$3.4B,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,67.21,$8.97B,,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm
RTEC,"Rudolph Technologies, Inc.",24.45,$779.97M,1999.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtec
RYB,"RYB Education, Inc.",20.17,$589.24M,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",72.82,$3.87B,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,11.15,$415.85M,2014.0,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",86.33,$4.43B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,210.3,$52.89B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,40.8,$594.84M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",2.72,$276.23M,2008.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SFE,"Safeguard Scientifics, Inc.",9.3,$192.04M,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SAFE,"Safety, Income & Growth Inc.",18.91,$344.73M,2017.0,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",33.11,$2.9B,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,158.78,$120.15B,2004.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,10.02,$177.58M,2012.0,,,https://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",18.25,$2.19B,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,5.01,$233.51M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,2.64,$230.84M,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SD,"SandRidge Energy, Inc.",10.85,$384.12M,2016.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.4,$39.2M,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.34,$66.63M,2012.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.55,$133.88M,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SNY,Sanofi,43.4,$108B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,21.31,$7.71B,2014.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SAP,SAP SE,122.04,$149.93B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,25.67,,2016.0,,,https://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,23.15,$172.56M,,,,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,37.85,$23.83B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",54.07,$1.22B,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
SCG,Scana Corporation,34.9,$4.98B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,61.6,$85.26B,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",25.68,$4.55B,2017.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",41.06,$1.26B,,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,78.85,$3.34B,,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,6.8,$516.53M,2013.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
